Road length (kilometres) by road type and local authority in Great Britain, 2023;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Table RDL0202a;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Department for Transport statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Road lengths statistics;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Notes are used throughout this table, please see the notes tab to find the related notes text;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Shorthand is used in this table. [-] denotes that there are no notes related to this row;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Values in this table may not sum due to rounding;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ONS Area 
Code";Region;Local Authority;Trunk motorways;Principal motorways;All motorways;Trunk rural 'A' roads;Trunk urban 'A' roads;Principal rural 'A' roads;Principal urban 'A' roads;All 'A' roads;Major trunk roads;Major principal roads;All major roads;Rural 'B' roads;Urban 'B' roads;Rural 'C and U' roads;Urban 'C and U' roads;All minor roads;Total road length ;Notes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000028;London;Southwark;0,0;0,0;0,0;0,0;0,0;0,0;55,3;55,3;0,0;55,3;55,3;0,0;17,3;0,0;320,0;337,3;392,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000029;London;Sutton;0,0;0,0;0,0;0,0;0,0;0,0;29,6;29,6;0,0;29,6;29,6;0,0;28,4;0,0;411,1;439,5;469,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000030;London;Tower Hamlets;0,0;0,0;0,0;0,0;0,0;0,0;41,6;41,6;0,0;41,6;41,6;0,0;22,5;0,0;232,1;254,6;296,2;[Note 1] [Note 3] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000031;London;Waltham Forest;0,0;0,0;0,0;0,0;0,0;10,9;44,3;55,2;0,0;55,2;55,2;0,1;14,0;8,8;343,6;366,4;421,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000032;London;Wandsworth;0,0;0,0;0,0;0,0;0,0;0,0;56,5;56,5;0,0;56,5;56,5;0,0;14,9;0,0;358,8;373,7;430,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E09000033;London;Westminster;0,0;0,0;0,0;0,0;0,0;0,0;60,0;60,0;0,0;60,0;60,0;0,0;18,7;0,0;257,1;275,8;335,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000036;South East;Bracknell Forest UA;0,9;0,0;0,9;0,0;0,0;31,2;20,0;51,2;0,9;51,2;52,1;25,9;16,9;73,2;306,3;422,4;474,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000043;South East;Brighton and Hove UA;0,0;0,0;0,0;14,2;0,2;7,6;38,7;60,7;14,4;46,3;60,7;2,6;20,4;29,2;507,0;559,1;619,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000060;South East;Buckinghamshire ;60,9;0,0;60,9;6,0;0,6;268,6;88,9;364,1;67,5;357,5;425,0;125,4;24,8;1.839,7;950,8;2.940,7;3.365,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000011;South East;East Sussex ;0,0;0,0;0,0;88,7;9,2;269,5;87,3;454,7;97,9;356,8;454,7;225,2;47,8;1.588,4;1.048,5;2.909,9;3.364,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000014;South East;Hampshire ;128,0;0,0;128,0;135,3;7,7;528,7;151,4;823,1;271,0;680,1;951,1;441,3;123,7;4.345,9;3.214,1;8.125,1;9.076,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000046;South East;Isle of Wight UA;0,0;0,0;0,0;0,0;0,0;94,8;27,2;122,0;0,0;122,0;122,0;70,1;22,8;413,2;252,5;758,6;880,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000016;South East;Kent ;164,5;0,0;164,5;163,0;15,3;584,5;223,4;986,2;342,8;807,9;1.150,7;336,4;112,8;5.108,4;2.659,3;8.216,9;9.367,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000035;South East;Medway UA;8,6;0,0;8,6;0,0;0,0;31,0;37,7;68,7;8,6;68,7;77,3;13,2;11,7;216,1;541,6;782,5;859,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000042;South East;Milton Keynes UA;16,8;0,0;16,8;17,6;1,3;59,2;10,9;89,0;35,7;70,1;105,8;23,6;8,3;442,0;772,1;1.246,1;1.351,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000025;South East;Oxfordshire;56,6;0,0;56,6;46,8;1,9;519,6;77,6;645,9;105,3;597,2;702,5;414,4;49,1;2.507,2;1.053,9;4.024,6;4.727,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000044;South East;Portsmouth UA;7,1;2,3;9,4;2,7;1,5;7,6;39,0;50,8;11,3;48,9;60,2;5,0;9,4;16,9;365,8;397,0;457,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000038;South East;Reading UA;1,1;0,0;1,1;0,0;0,0;2,9;34,2;37,1;1,1;37,1;38,2;1,2;8,4;12,3;337,3;359,2;397,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000039;South East;Slough UA;9,3;0,0;9,3;0,0;0,0;4,4;18,3;22,7;9,3;22,7;32,0;0,7;4,7;13,1;273,1;291,7;323,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000045;South East;Southampton UA;2,5;0,0;2,5;0,0;0,0;3,2;54,3;57,5;2,5;57,5;60,0;0,5;2,8;10,1;520,1;533,5;593,5;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000030;South East;Surrey;102,4;0,0;102,4;54,6;9,2;307,0;252,0;622,8;166,2;559,0;725,2;205,7;189,2;1.687,8;2.678,3;4.761,0;5.486,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000037;South East;West Berkshire UA;44,5;0,0;44,5;26,0;0,0;82,5;21,7;130,2;70,5;104,2;174,7;68,9;5,8;858,5;279,8;1.213,0;1.387,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000032;South East;West Sussex;12,8;0,0;12,8;75,1;13,0;376,5;104,9;569,5;100,9;481,4;582,3;256,0;78,6;1.722,3;1.503,0;3.559,9;4.142,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000040;South East;Windsor and Maidenhead UA;20,8;0,0;20,8;7,8;0,2;36,9;37,0;81,9;28,8;73,9;102,7;37,4;28,5;151,0;365,7;582,5;685,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000041;South East;Wokingham UA;12,7;8,2;20,9;0,0;0,0;50,8;26,2;77,0;12,7;85,2;97,9;40,2;20,1;268,7;386,1;715,1;813,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000022;South West;Bath and North East Somerset UA;0,0;0,0;0,0;14,3;2,6;78,9;38,4;134,2;16,9;117,3;134,2;36,4;10,7;535,7;375,3;958,2;1.092,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000058;South West;Bournemouth, Christchurch and Poole UA;0,0;0,0;0,0;3,0;0,3;24,0;74,2;101,5;3,3;98,2;101,5;10,4;47,5;54,0;1.057,0;1.168,9;1.270,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000023;South West;Bristol, City of UA;13,9;0,0;13,9;0,0;0,9;15,8;79,3;96,0;14,8;95,1;109,9;4,8;51,7;32,7;950,2;1.039,4;1.149,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000052;South West;Cornwall UA ;0,0;0,0;0,0;155,0;2,4;499,5;46,8;703,7;157,4;546,3;703,7;558,3;24,4;5.476,4;696,9;6.756,0;7.459,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000008;South West;Devon ;38,7;0,0;38,7;177,7;4,9;880,8;74,2;1.137,6;221,3;955,0;1.176,3;605,9;44,4;10.019,1;1.172,3;11.841,7;13.018,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000059;South West;Dorset UA;0,0;0,0;0,0;89,1;3,6;323,0;20,3;436,0;92,7;343,3;436,0;315,3;63,6;2.457,7;592,2;3.428,7;3.864,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E10000013;South West;Gloucestershire ;68,9;0,0;68,9;61,0;2,3;449,8;92,6;605,7;132,2;542,4;674,6;342,2;55,4;3.231,2;1.321,6;4.950,5;5.625,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000053;South West;Isles of Scilly UA;0,0;0,0;0,0;0,0;0,0;7,8;0,0;7,8;0,0;7,8;7,8;0,0;0,0;26,4;0,0;26,4;34,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000024;South West;North Somerset UA;29,2;0,0;29,2;0,0;0,0;82,1;15,9;98,0;29,2;98,0;127,2;57,3;29,5;445,4;483,2;1.015,4;1.142,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000026;South West;Plymouth UA;0,0;0,0;0,0;8,2;5,0;8,4;30,2;51,8;13,2;38,6;51,8;4,0;36,3;49,7;714,8;804,8;856,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000066;South West;Somerset;52,5;0,0;52,5;70,5;0,0;574,5;72,2;717,2;123,0;646,7;769,7;431,5;28,2;4.733,3;835,3;6.028,3;6.798,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000025;South West;South Gloucestershire UA;74,4;0,0;74,4;8,1;0,0;71,4;47,5;127,0;82,5;118,9;201,4;88,9;26,8;605,7;646,4;1.367,8;1.569,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000030;South West;Swindon UA;15,3;0,0;15,3;13,1;2,0;33,6;23,4;72,1;30,4;57,0;87,4;40,3;39,1;230,8;457,4;767,6;855,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000027;South West;Torbay UA;0,0;0,0;0,0;0,0;0,0;17,8;28,5;46,3;0,0;46,3;46,3;0,5;7,9;57,5;412,7;478,7;525,0;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
E06000054;South West;Wiltshire UA ;35,0;0,0;35,0;120,2;5,9;485,5;64,2;675,8;161,1;549,7;710,8;294,3;26,6;2.924,0;719,9;3.964,8;4.675,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000019;Wales;Blaenau Gwent;0,0;0,0;0,0;10,3;1,7;35,5;17,9;65,4;12,0;53,4;65,4;10,9;7,4;110,3;226,9;355,5;420,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000013;Wales;Bridgend;17,7;0,0;17,7;0,0;0,0;72,1;29,3;101,4;17,7;101,4;119,1;15,8;13,6;288,5;378,6;696,5;815,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000018;Wales;Caerphilly;0,0;0,0;0,0;3,8;0,0;69,6;24,8;98,2;3,8;94,4;98,2;30,2;35,4;393,6;460,4;919,7;1.017,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000015;Wales;Cardiff;17,0;0,0;17,0;6,1;2,5;28,3;60,5;97,4;25,6;88,8;114,4;6,6;21,3;123,4;843,3;994,7;1.109,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000010;Wales;Carmarthenshire;5,1;0,0;5,1;141,7;6,9;224,1;23,9;396,6;153,7;248,0;401,7;297,1;28,5;2.541,7;304,7;3.171,9;3.573,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000008;Wales;Ceredigion;0,0;0,0;0,0;106,1;7,9;157,9;1,0;272,9;114,0;158,9;272,9;324,0;1,9;1.616,3;45,1;1.987,3;2.260,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000003;Wales;Conwy;0,0;0,0;0,0;116,3;5,6;85,8;26,3;234,0;121,9;112,1;234,0;158,6;13,5;943,3;301,0;1.416,4;1.650,4;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000004;Wales;Denbighshire;0,0;0,0;0,0;73,0;0,0;119,5;14,9;207,4;73,0;134,4;207,4;134,2;7,0;937,3;155,6;1.234,2;1.441,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000005;Wales;Flintshire;0,0;0,0;0,0;45,9;4,6;118,2;28,4;197,1;50,5;146,6;197,1;49,7;26,2;668,6;351,3;1.095,7;1.292,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000002;Wales;Gwynedd;0,0;0,0;0,0;208,4;0,4;312,5;5,7;527,0;208,8;318,2;527,0;201,1;0,2;1.737,7;45,7;1.984,6;2.511,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000001;Wales;Isle of Anglesey;0,0;0,0;0,0;34,9;0,9;137,3;2,4;175,5;35,8;139,7;175,5;124,2;0,8;875,0;40,6;1.040,6;1.216,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000024;Wales;Merthyr Tydfil;0,0;0,0;0,0;32,4;3,6;10,8;12,3;59,1;36,0;23,1;59,1;8,0;4,2;95,8;180,1;288,1;347,2;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000021;Wales;Monmouthshire;23,1;0,0;23,1;89,0;4,3;53,5;7,9;154,7;116,4;61,4;177,8;137,6;9,5;1.129,8;177,2;1.454,1;1.631,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000012;Wales;Neath Port Talbot;23,5;0,0;23,5;23,9;3,2;85,1;38,1;150,3;50,6;123,2;173,8;45,3;16,8;294,2;348,7;705,1;878,9;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000022;Wales;Newport;26,7;0,0;26,7;7,9;0,2;31,3;18,5;57,9;34,8;49,8;84,6;22,0;25,1;247,3;385,6;680,0;764,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000009;Wales;Pembrokeshire;0,0;0,0;0,0;110,8;6,2;151,1;3,9;272,0;117,0;155,0;272,0;231,7;6,3;1.992,9;100,4;2.331,3;2.603,3;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000023;Wales;Powys;0,0;0,0;0,0;423,7;0,1;233,6;7,5;664,9;423,8;241,1;664,9;591,6;10,8;4.011,0;69,8;4.683,2;5.348,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000016;Wales;Rhondda Cynon Taf;9,8;0,0;9,8;18,9;10,0;100,4;51,6;180,9;38,7;152,0;190,7;33,8;38,8;421,9;528,5;1.023,1;1.213,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000011;Wales;Swansea;15,4;0,0;15,4;0,0;0,0;57,7;42,6;100,3;15,4;100,3;115,7;52,8;43,0;336,3;623,9;1.056,1;1.171,8;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000014;Wales;The Vale of Glamorgan;3,7;0,0;3,7;0,0;0,0;51,5;19,8;71,3;3,7;71,3;75,0;50,4;10,6;497,8;313,9;872,6;947,6;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000020;Wales;Torfaen;0,0;0,0;0,0;9,8;4,1;12,3;10,3;36,5;13,9;22,6;36,5;13,7;5,0;124,3;305,6;448,6;485,1;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
W06000006;Wales;Wrexham;0,0;0,0;0,0;28,4;2,0;81,2;18,3;129,9;30,4;99,5;129,9;121,6;26,6;648,6;289,1;1.085,8;1.215,7;[Note 1] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000033;Scotland;Aberdeen City;0,0;0,0;0,0;27,7;1,8;18,2;61,2;108,9;29,5;79,4;108,9;12,4;19,8;108,4;816,9;957,5;1.066,4;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
S12000034;Scotland;Aberdeenshire;0,0;0,0;0,0;172,9;17,8;642,4;76,8;909,9;190,7;719,2;909,9;734,1;58,4;3.649,6;919,5;5.361,7;6.271,6;[Note 2] [Note 5];;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
